X,Y,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,CONDICION,GEOGRAFICO,NOMSERV,TIPO,CVE_SERV,AMBITO,icon_url
-115.2362710504,32.5178150802395,"0200202033475003","02","002","0203","3475","003",En Operación,Templo,Ninguno,No Aplica,"7",Rural,./0.png
-114.86186151957,32.6319338199241,"0200202315217020","02","002","0231","5217","020",En Operación,Templo,Ninguno,No Aplica,"7",Urbana,./0.png
-114.846257969734,32.6362748003589,"0200202315236010","02","002","0231","5236","010",En Operación,Templo,Ninguno,No Aplica,"9",Urbana,./0.png
-115.074596579961,32.398490680225,"0200212843564024","02","002","1284","3564","024",En Operación,Templo,Ninguno,No Aplica,"9",Rural,./0.png
-115.079501910454,32.3952923396104,"0200212843564014","02","002","1284","3564","014",En Operación,Templo,Ninguno,No Aplica,"13",Rural,./0.png
-114.894127109719,31.1437275195846,"0200213503780027","02","002","1350","3780","027",No Aplica,Plaza,Ninguno,No Aplica,"2",Rural,./2.png
-114.891892979988,31.1443195400182,"0200213503780028","02","002","1350","3780","028",No Aplica,Plaza,Ninguno,No Aplica,"3",Rural,./2.png
-115.394407109588,32.610876350163,"0200200012443017","02","002","0001","2443","017",No Aplica,Plaza,Ninguno,No Aplica,"4",Urbana,./2.png
-115.381656569939,32.6394795202188,"0200200017406001","02","002","0001","7406","001",No Aplica,Plaza,Ninguno,No Aplica,"1",Urbana,./2.png
-115.417770950075,32.6703527203525,"0200200014312050","02","002","0001","4312","050",No Aplica,Plaza,Ninguno,No Aplica,"3",Urbana,./2.png
-115.396843169738,32.6630848504178,"0200200014346033","02","002","0001","4346","033",No Aplica,Plaza,Ninguno,No Aplica,"6",Urbana,./2.png
-115.27103096979,32.5462098002895,"0200202277868010","02","002","0227","7868","010",No Aplica,Instalación Gubernamental,Comandancia De Policía,Palacio de Gobierno,"9",Urbana,./5.png
-115.057255250123,32.6255397799675,"0200203273460009","02","002","0327","3460","009",No Aplica,Mercado,Ninguno,No Aplica,"9",Rural,./3.png
-115.054096694906,32.6268085094217,"0200203273460017","02","002","0327","3460","017",No Aplica,Mercado,Ninguno,No Aplica,"10",Rural,./3.png
-115.096962850299,32.2975404803851,"0200201855378014","02","002","0185","5378","014",No Aplica,Mercado,Ninguno,No Aplica,"1",Urbana,./3.png
-115.101159579678,32.2969824299318,"0200201856268015","02","002","0185","6268","015",No Aplica,Mercado,Ninguno,No Aplica,"3",Urbana,./3.png
-115.190227950066,32.4185378003002,"0200202375452034","02","002","0237","5452","034",No Aplica,Mercado,Ninguno,No Aplica,"6",Urbana,./3.png
-115.167253720202,32.226666739714,"0200201105039018","02","002","0110","5039","018",No Aplica,Mercado,Ninguno,No Aplica,"6",Urbana,./3.png
-115.127696349591,32.423378819792,"0200202823564005","02","002","0282","3564","005",No Aplica,Mercado,Ninguno,No Aplica,"5",Rural,./3.png
-115.519330380047,32.647846980119,"0200200016751012","02","002","0001","6751","012",En Operación,Escuela,Cristobal Colon,Preescolar,"7",Urbana,./1.png
-115.395999602923,32.5871417729289,"0200200014967022","02","002","0001","4967","022",En Operación,Escuela,Juana Inés de la Cruz,Preescolar,"4",Urbana,./1.png
-115.501255520141,32.6205120199977,"0200200014755003","02","002","0001","4755","003",En Operación,Escuela,15 de Mayo,Primaria,"1",Urbana,./1.png
-115.480524059862,32.5903751999392,"0200200016056004","02","002","0001","6056","004",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"1",Urbana,./6.png
-115.48158961962,32.5903106197072,"0200200016056012","02","002","0001","6056","012",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"2",Urbana,./6.png
-114.740689780173,32.7112474497833,"0200201116889002","02","002","0111","6889","002",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"7",Urbana,./4.png
-114.740679089925,32.7112530297816,"0200201116889002","02","002","0111","6889","002",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"8",Urbana,./4.png
-114.977846509605,32.5173482604422,020020223348A006,"02","002","0223",348A,"006",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-114.976373490396,32.5172465100118,020020223348A017,"02","002","0223",348A,"017",No Aplica,Plaza,Ejido México,No Aplica,"3",Rural,./2.png
-114.966672149772,32.4324195203053,"0200202553579008","02","002","0255","3579","008",En Operación,Centro de Asistencia Médica,IMSS,Centro de Salud,"1",Rural,./6.png
-114.967883380008,32.469273949759,"0200215653579003","02","002","1565","3579","003",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.059624849514,32.3672833697473,"0200202123579054","02","002","0212","3579","054",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"11",Rural,./4.png
-115.076749780092,32.4674354600226,020020270348A018,"02","002","0270",348A,"018",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"7",Rural,./4.png
-115.412900600072,32.5290457999197,"0200203335645001","02","002","0333","5645","001",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"2",Rural,./6.png
-114.799693689537,32.644618520206,"0200202673418005","02","002","0267","3418","005",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"8",Rural,./4.png
-114.86283514956,32.5488170602206,"0200201833507027","02","002","0183","3507","027",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.253348289993,32.2481069800976,"0200201693649002","02","002","0169","3649","002",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"5",Rural,./6.png
-115.332580979876,32.60674994019,"0200200010678026","02","002","0001","0678","026",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"13",Urbana,./4.png
-115.068924630009,32.3490795797527,020020251362A004,"02","002","0251",362A,"004",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"2",Rural,./6.png
-115.307035320175,32.5634258798138,"0200200013329006","02","002","0001","3329","006",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"9",Urbana,./4.png
-115.09771451988,32.2971296902766,"0200201855378001","02","002","0185","5378","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Urbana,./4.png
-114.999323440251,32.1882170732426,"0200204612941001","02","002","0461","2941","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"3",Urbana,./4.png
-114.842437220255,31.0349531802234,"0200202846446004","02","002","0284","6446","004",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"1",Urbana,./4.png
-114.837770309845,31.0390989703537,"0200202843028024","02","002","0284","3028","024",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Urbana,./4.png
-114.848436890458,31.0286511502114,"0200202844030004","02","002","0284","4030","004",En Operación,Instalación Deportiva o Recreativa,Ninguno NA Unidad Deportiva,Estadio,"4",Urbana,./4.png
-114.964266120168,32.4994269804318,"0200201573579001","02","002","0157","3579","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Rural,./4.png
-114.959409260062,32.4950084801351,"0200201573579009","02","002","0157","3579","009",En Operación,Tanque de Agua,Ninguno,Tanque Elevado,"10",Rural,./8.png
-115.142217419812,32.3955574003878,"0200201893564004","02","002","0189","3564","004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"6",Rural,./4.png
-115.238943820445,32.4920288301132,020020158355A019,"02","002","0158",355A,"019",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.237771110258,32.4868978497331,020020158355A001,"02","002","0158",355A,"001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.236744549486,32.4833818597907,020020158355A010,"02","002","0158",355A,"010",En Operación,Tanque de Agua,Ninguno,Tanque Elevado,"2",Rural,./8.png
-115.176226949969,32.3494511203051,"0200201595109027","02","002","0159","5109","027",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"97",Urbana,./4.png
-115.57105287947,32.6236146596982,"0200200015151031","02","002","0001","5151","031",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Urbana,./4.png
-115.573811880126,32.6320506003532,"0200200015823013","02","002","0001","5823","013",En Operación,Tanque de Agua,Cespem,Caja de Agua,"1",Urbana,./8.png
-115.564737050535,32.6294813502294,"0200200015166005","02","002","0001","5166","005",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"3",Urbana,./4.png
-115.570327170036,32.62935351997,"0200200015151015","02","002","0001","5151","015",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"6",Urbana,./4.png
-115.576192170437,32.6447201098511,"0200200015467033","02","002","0001","5467","033",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"3",Urbana,./4.png
-115.576071779566,32.6453887099419,"0200200015467033","02","002","0001","5467","033",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"4",Urbana,./4.png
-115.576851140338,32.6428643101581,"0200200014149037","02","002","0001","4149","037",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"3",Urbana,./4.png
-115.576368859568,32.6325232861419,"0200200015128006","02","002","0001","5128","006",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"7",Urbana,./4.png
-115.58261494988,32.6293068202405,"0200200015132021","02","002","0001","5132","021",En Operación,Instalación Deportiva o Recreativa,San Carlos,Parque,"4",Urbana,./4.png
-115.576452911826,32.6282721597012,"0200200016323016","02","002","0001","6323","016",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"8",Urbana,./4.png
-115.576856940247,32.6448337797836,"0200200015467002","02","002","0001","5467","002",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"5",Urbana,./4.png
-114.91936788965,32.6592440796598,"0200202903403005","02","002","0290","3403","005",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"9",Rural,./4.png
-114.919607109801,32.6600725497267,"0200202903403001","02","002","0290","3403","001",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"6",Rural,./4.png
-114.918069049949,32.6649649497768,"0200202903403017","02","002","0290","3403","017",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"10",Rural,./4.png
-115.232091049475,32.2878040297007,"0200202913615004","02","002","0291","3615","004",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"1",Rural,./4.png
-115.038791320133,32.3667009101113,"0200202943579007","02","002","0294","3579","007",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"1",Rural,./4.png
-114.787051979629,32.6571689101222,"0200203043418008","02","002","0304","3418","008",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-114.821800179811,32.6194408299757,"0200203053418011","02","002","0305","3418","011",En Operación,Tanque de Agua,Ninguno,Tanque Elevado,"4",Rural,./8.png
-115.055080799604,32.6269002504145,"0200203273460017","02","002","0327","3460","017",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"11",Rural,./4.png
-115.416503339512,32.5303084500461,"0200203335645021","02","002","0333","5645","021",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"11",Rural,./4.png
-115.372013179597,32.4438131796912,"0200203783441012","02","002","0378","3441","012",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"6",Rural,./6.png
-115.068131461355,32.2401749529158,"0200203953634068","02","002","0395","3634","068",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.063511230176,32.2430110599883,"0200203953634013","02","002","0395","3634","013",En Operación,Centro de Asistencia Médica,Jorge Lopez Collada,Centro de Salud,"4",Rural,./6.png
-115.063316220215,32.2448756202946,"0200203953634010","02","002","0395","3634","010",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Rural,./4.png
-114.884444739705,31.0768602795886,"0200204123738067","02","002","0412","3738","067",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"1",Rural,./4.png
-115.002411950468,32.563948690277,"0200204562674001","02","002","0456","2674","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"10",Urbana,./4.png
-114.730157030197,32.7104277501233,"0200201114079011","02","002","0111","4079","011",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"13",Urbana,./4.png
-114.849914060318,32.5282449502878,"0200202043511042","02","002","0204","3511","042",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"6",Rural,./4.png
-115.166361349438,32.222659509669,"0200201105043044","02","002","0110","5043","044",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"1",Urbana,./4.png
-115.162851580257,32.228379379789,"0200201105039002","02","002","0110","5039","002",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"7",Urbana,./4.png
-115.164127347407,32.2313887551845,"0200201102710024","02","002","0110","2710","024",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"12",Urbana,./4.png
-115.168048880247,32.2354350595821,"0200201102706012","02","002","0110","2706","012",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Urbana,./4.png
-115.167948749921,32.2261683702993,"0200201102585011","02","002","0110","2585","011",No Aplica,Plaza,Ninguno,No Aplica,"8",Urbana,./2.png
-114.73647424623,32.7161448525045,"0200201114011018","02","002","0111","4011","018",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"3",Urbana,./4.png
-114.736495080133,32.71687757022,"0200201114011019","02","002","0111","4011","019",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Urbana,./4.png
-114.992591676946,32.411363942132,"0200201243579004","02","002","0124","3579","004",En Operación,Escuela,Nueva Creacion 2000,Primaria,"4",Rural,./1.png
-115.069464599702,32.5477390499259,020020161348A003,"02","002","0161",348A,"003",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.07382985996,32.5517164500675,020020161348A056,"02","002","0161",348A,"056",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"12",Rural,./6.png
-115.064045600412,32.5531463696196,020020161348A068,"02","002","0161",348A,"068",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"11",Rural,./4.png
-115.197155320113,32.4663588300231,020020202355A025,"02","002","0202",355A,"025",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Rural,./4.png
-115.103190480286,32.4257182497789,"0200201663564001","02","002","0166","3564","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"11",Rural,./4.png
-115.042574679779,32.4967871503627,020020167348A027,"02","002","0167",348A,"027",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.038283479526,32.4958049497494,020020167348A010,"02","002","0167",348A,"010",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.249641599683,32.2529710201184,"0200201693649039","02","002","0169","3649","039",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-114.85373482945,32.5262501396936,"0200202043511003","02","002","0204","3511","003",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"9",Rural,./6.png
-114.8512791099,32.5276037800652,"0200202043511042","02","002","0204","3511","042",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"7",Rural,./6.png
-114.850958029727,32.5271391802651,"0200202043511042","02","002","0204","3511","042",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"3",Rural,./4.png
-115.064547229732,32.5003524201692,020020206348A004,"02","002","0206",348A,"004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"5",Rural,./4.png
-115.019472879978,32.6116542496523,"0200202113494106","02","002","0211","3494","106",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.020519229744,32.6034871096589,"0200202113494032","02","002","0211","3494","032",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"1",Rural,./6.png
-115.016854710417,32.6074340802003,"0200202113494009","02","002","0211","3494","009",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"7",Rural,./6.png
-115.019659219499,32.6126714898362,"0200202113494090","02","002","0211","3494","090",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"8",Rural,./4.png
-115.018483849707,32.6140073498139,"0200202113494090","02","002","0211","3494","090",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"9",Rural,./4.png
-114.979221080526,32.5180818199779,020020223348A015,"02","002","0223",348A,"015",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Rural,./4.png
-115.312266980246,32.4731526797799,"0200202255306035","02","002","0225","5306","035",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"11",Urbana,./4.png
-115.307454120363,32.4671153802114,"0200202255306002","02","002","0225","5306","002",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"12",Urbana,./4.png
-115.269829280121,32.5464005798575,"0200202277868004","02","002","0227","7868","004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"10",Urbana,./4.png
-115.341685579488,32.6077369796174,"0200200010678023","02","002","0001","0678","023",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"10",Urbana,./4.png
-114.847341279971,32.6335929997655,"0200202315236012","02","002","0231","5236","012",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"10",Urbana,./4.png
-115.091825107556,32.602582577197,"0200202423494011","02","002","0242","3494","011",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"1",Rural,./6.png
-115.082650460051,32.4274752298545,"0200202533564024","02","002","0253","3564","024",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.0857038896,32.4271588301441,"0200202533564016","02","002","0253","3564","016",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Rural,./4.png
-114.964707710083,32.4344632498715,"0200202553579003","02","002","0255","3579","003",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"6",Rural,./4.png
-115.139844779485,32.3120738197338,020020256362A006,"02","002","0256",362A,"006",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"9",Rural,./4.png
-115.139625489944,32.3127144203378,020020256362A001,"02","002","0256",362A,"001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"7",Rural,./4.png
-114.974311380269,32.6395774798055,"0200202573403008","02","002","0257","3403","008",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"1",Rural,./4.png
-114.973169769625,32.6396155402194,"0200202573403009","02","002","0257","3403","009",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.192525539701,32.5493486496206,"0200202593475013","02","002","0259","3475","013",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"8",Rural,./4.png
-115.302067230106,32.5645294595724,"0200200013329044","02","002","0001","3329","044",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"10",Urbana,./4.png
-114.984419059734,32.5980462798226,"0200202653494029","02","002","0265","3494","029",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Rural,./4.png
-114.985563749856,32.5953703803141,"0200202653494004","02","002","0265","3494","004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"1",Rural,./4.png
-115.328782709539,32.3314840497429,"0200202663615004","02","002","0266","3615","004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.154434779482,32.5539484899553,"0200202688048005","02","002","0268","8048","005",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"5",Urbana,./4.png
-115.151785149498,32.5467103098625,"0200202688052022","02","002","0268","8052","022",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"15",Urbana,./4.png
-115.145576679985,32.545843449939,"0200202688052003","02","002","0268","8052","003",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"16",Urbana,./4.png
-115.07722072285,32.4698939105174,020020270348A008,"02","002","0270",348A,"008",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"1",Rural,./4.png
-115.086909739538,32.4665568203573,020020270348A029,"02","002","0270",348A,"029",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"14",Rural,./4.png
-114.848411340129,31.0315414504127,"0200202844030005","02","002","0284","4030","005",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Urbana,./4.png
-114.860979420465,32.6338043395184,"0200202315217034","02","002","0231","5217","034",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"8",Urbana,./4.png
-115.192991655112,32.3975152410244,"0200202377209008","02","002","0237","7209","008",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"3",Urbana,./4.png
-115.095551820014,32.6067342899015,"0200202423494018","02","002","0242","3494","018",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"4",Rural,./4.png
-114.982031080133,32.0247785503152,"0200211953704006","02","002","1195","3704","006",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"3",Rural,./4.png
-114.982386659947,32.0283337803177,"0200211953704100","02","002","1195","3704","100",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"21",Rural,./4.png
-114.98863223002,32.0278412801371,"0200211953704100","02","002","1195","3704","100",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"17",Rural,./4.png
-114.986769249862,32.0279622899456,"0200211953704100","02","002","1195","3704","100",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"15",Rural,./6.png
-115.027629400201,32.5492808198214,020021273348A021,"02","002","1273",348A,"021",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"1",Rural,./4.png
-115.074521319609,32.397889750278,"0200212843564024","02","002","1284","3564","024",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"10",Rural,./6.png
-115.075410709723,32.3977392297782,"0200212843564024","02","002","1284","3564","024",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.075728570449,32.3971551197608,"0200212843564024","02","002","1284","3564","024",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"4",Rural,./4.png
-115.541597979688,32.6195337097451,"0200200010733012","02","002","0001","0733","012",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"1",Urbana,./4.png
-115.368438690383,32.6440186803027,"0200200010485001","02","002","0001","0485","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"1",Urbana,./4.png
-115.00771094003,32.1955586204355,"0200234903672008","02","002","3490","3672","008",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"1",Rural,./4.png
-115.366619309687,32.6222903801959,"0200200010606012","02","002","0001","0606","012",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"1",Urbana,./4.png
-115.294758949524,32.6119991102172,"0200246953460003","02","002","4695","3460","003",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"2",Rural,./4.png
-114.966585779803,32.0616300301975,"0200246983704001","02","002","4698","3704","001",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-115.54725382009,32.6263938496673,"0200200017923004","02","002","0001","7923","004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"2",Urbana,./4.png
-115.336337549755,32.5185841403862,"0200201863456002","02","002","0186","3456","002",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"9",Rural,./4.png
-115.139868050416,32.3942465095585,"0200201893564003","02","002","0189","3564","003",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"12",Rural,./6.png
-115.23564726955,32.5197552444795,"0200202033475002","02","002","0203","3475","002",En Operación,Centro de Asistencia Médica,Ninguno,Centro de Salud,"3",Rural,./6.png
-115.131934880513,32.5086569501876,"0200202953475005","02","002","0295","3475","005",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"4",Rural,./4.png
-114.825386719489,32.6176919998316,"0200203053418026","02","002","0305","3418","026",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
-115.233617419999,32.5498683095832,"0200201413475008","02","002","0141","3475","008",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"5",Rural,./4.png
-115.230608509734,32.5473190203653,"0200201413475003","02","002","0141","3475","003",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"2",Rural,./4.png
-115.011341320284,32.4836789102974,"0200201433579020","02","002","0143","3579","020",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"6",Rural,./4.png
-115.098241180477,32.2907816898311,"0200201856253013","02","002","0185","6253","013",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"9",Urbana,./4.png
-115.182019050102,32.3502242497525,"0200201595096011","02","002","0159","5096","011",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"13",Urbana,./4.png
-115.186755309766,32.3549599502355,"0200201595096016","02","002","0159","5096","016",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"17",Urbana,./4.png
-115.199097419801,32.3545899397124,"0200201596709031","02","002","0159","6709","031",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"98",Urbana,./4.png
-115.191568950452,32.3583069798284,"0200201596709025","02","002","0159","6709","025",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"112",Urbana,./4.png
-114.929310620466,32.5055714298759,"0200201927533006","02","002","0192","7533","006",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"7",Urbana,./4.png
-114.928234289714,32.5059602598248,"0200201927533006","02","002","0192","7533","006",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"8",Urbana,./4.png
-114.928743510298,32.51114497964,"0200201925062021","02","002","0192","5062","021",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"9",Urbana,./4.png
-115.222035580177,32.4243850801705,020020195355A007,"02","002","0195",355A,"007",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"9",Rural,./4.png
-115.273878749817,32.5972649199528,"0200202013460035","02","002","0201","3460","035",En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Estadio,"8",Rural,./4.png
-115.272744720475,32.5970540803075,"0200202013460035","02","002","0201","3460","035",En Operación,Tanque de Agua,Ninguno,Tanque Elevado,"16",Rural,./8.png
-115.270833150819,32.6007200487107,"0200202013460023","02","002","0201","3460","023",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"9",Rural,./4.png
-115.070743229925,32.5482153095666,020020161348A004,"02","002","0161",348A,"004",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"3",Rural,./4.png
-115.38765162038,32.6406485401469,"0200200016111013","02","002","0001","6111","013",No Aplica,Plaza,Ninguno,No Aplica,"3",Urbana,./2.png
-115.398629219813,32.6052504198078,"0200200012439029","02","002","0001","2439","029",En Operación,Instalación Deportiva o Recreativa,Ninguno NA,Estadio,"6",Urbana,./4.png
-115.530331889522,32.6578870203855,"0200200015522001","02","002","0001","5522","001",No Aplica,Plaza,Ninguno,No Aplica,"5",Urbana,./2.png
-115.371774969553,32.6171335997734,"0200200016605002","02","002","0001","6605","002",No Aplica,Plaza,Ninguno,No Aplica,"3",Urbana,./2.png
-115.373106089479,32.574650999716,"0200200016588007","02","002","0001","6588","007",En Operación,Instalación Deportiva o Recreativa,Ninguno,Parque,"2",Urbana,./4.png
-115.194615419947,32.5793844198879,"0200205143460015","02","002","0514","3460","015",En Operación,Instalación Deportiva o Recreativa,Ninguno,Estadio,"5",Rural,./4.png
