X,Y,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,CONDICION,GEOGRAFICO,NOMSERV,TIPO,CVE_SERV,AMBITO,icon_url
-115.102079120352,32.289721200208,"0200201852975015","02","002","0185","2975","015",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"28",Urbana,./8.png
-115.10247305017,32.2893575799946,"0200201852975015","02","002","0185","2975","015",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"29",Urbana,./8.png
-115.101809860387,32.2888395398855,"0200201852975015","02","002","0185","2975","015",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"30",Urbana,./8.png
-115.101416850273,32.2892023101353,"0200201852975015","02","002","0185","2975","015",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"31",Urbana,./8.png
-115.101728379945,32.2887764001259,"0200201852975006","02","002","0185","2975","006",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"32",Urbana,./8.png
-115.102548580006,32.2892896604325,"0200201852975014","02","002","0185","2975","014",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"33",Urbana,./8.png
-115.102428380138,32.2882675101527,"0200201852975013","02","002","0185","2975","013",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"34",Urbana,./8.png
-115.103090830396,32.2887889199802,"0200201852975013","02","002","0185","2975","013",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"36",Urbana,./8.png
-115.1035447696,32.2883719996933,"0200201852975013","02","002","0185","2975","013",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"37",Urbana,./8.png
-115.103587419826,32.2882760801193,"0200201852975029","02","002","0185","2975","029",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"38",Urbana,./8.png
-115.10409258026,32.2878546797991,"0200201852975029","02","002","0185","2975","029",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"39",Urbana,./8.png
-115.103435220178,32.2873415400872,"0200201852975029","02","002","0185","2975","029",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"40",Urbana,./8.png
-115.103508979909,32.2872722304395,"0200201852975042","02","002","0185","2975","042",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"41",Urbana,./8.png
-115.10417631026,32.2877929796427,"0200201852975042","02","002","0185","2975","042",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"42",Urbana,./8.png
-115.10463891949,32.2873683698654,"0200201852975042","02","002","0185","2975","042",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"43",Urbana,./8.png
-115.10396917045,32.2868456498125,"0200201852975042","02","002","0185","2975","042",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"44",Urbana,./8.png
-115.104792779967,32.2873602200454,"0200201852960036","02","002","0185","2960","036",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"6",Urbana,./8.png
-115.106549680057,32.2857437702865,"0200201852602002","02","002","0185","2602","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"8",Urbana,./8.png
-115.106470919803,32.2856820904055,"0200201852602017","02","002","0185","2602","017",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"9",Urbana,./8.png
-115.103352549489,32.2872774299744,"0200201852975027","02","002","0185","2975","027",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"45",Urbana,./8.png
-115.101269139804,32.2864363401176,"0200201852975027","02","002","0185","2975","027",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"47",Urbana,./8.png
-115.101178919784,32.2865108202557,"0200201852975011","02","002","0185","2975","011",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"48",Urbana,./8.png
-115.100660909863,32.2868765098328,"0200201852975011","02","002","0185","2975","011",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"49",Urbana,./8.png
-115.100516569819,32.2867697197486,"0200201852975010","02","002","0185","2975","010",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"50",Urbana,./8.png
-115.100406317902,32.2868330751344,"0200201852975003","02","002","0185","2975","003",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"51",Urbana,./8.png
-115.100047180056,32.287309149693,"0200201852975004","02","002","0185","2975","004",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"52",Urbana,./8.png
-115.100789340491,32.2879193802425,"0200201852975005","02","002","0185","2975","005",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"53",Urbana,./8.png
-115.100216174591,32.2882476170201,"0200201852975001","02","002","0185","2975","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"54",Urbana,./8.png
-115.097632519609,32.2887839802437,"0200201855363007","02","002","0185","5363","007",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"5",Urbana,./8.png
-115.097261830487,32.2890431797287,"0200201855363007","02","002","0185","5363","007",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"6",Urbana,./8.png
-115.09713275035,32.2890802803079,"0200201855363008","02","002","0185","5363","008",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"7",Urbana,./8.png
-115.096632970232,32.2893185198812,"0200201855363009","02","002","0185","5363","009",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"8",Urbana,./8.png
-115.095287090547,32.2882786603674,"0200201855363009","02","002","0185","5363","009",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"9",Urbana,./8.png
-115.09537288022,32.2881997096988,"0200201855363008","02","002","0185","5363","008",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"10",Urbana,./8.png
-115.095288520129,32.2881339801782,"0200201855363001","02","002","0185","5363","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"11",Urbana,./8.png
-115.095205339863,32.2882127395649,"0200201855363002","02","002","0185","5363","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"12",Urbana,./8.png
-115.094169520514,32.2872535399309,"0200201855363001","02","002","0185","5363","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"14",Urbana,./8.png
-115.094068689546,32.2873334197331,"0200201855363002","02","002","0185","5363","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"15",Urbana,./8.png
-115.094090680069,32.2871917100381,"0200201855363004","02","002","0185","5363","004",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"16",Urbana,./8.png
-115.09399272037,32.2872737103458,"0200201855363003","02","002","0185","5363","003",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"17",Urbana,./8.png
-115.092636799874,32.2860509397189,"0200201855363004","02","002","0185","5363","004",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"18",Urbana,./8.png
-115.092543179844,32.2861324499321,"0200201855363003","02","002","0185","5363","003",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"19",Urbana,./8.png
-115.092515650273,32.285970619777,"0200201855819008","02","002","0185","5819","008",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"1",Urbana,./8.png
-115.092449720256,32.2860598802403,"0200201855819009","02","002","0185","5819","009",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"2",Urbana,./8.png
-115.090974519863,32.2847763700148,"0200201855819008","02","002","0185","5819","008",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"3",Urbana,./8.png
-115.091010739854,32.2849336498681,"0200201855819009","02","002","0185","5819","009",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"4",Urbana,./8.png
-115.093209910411,32.2827216895863,"0200201857849002","02","002","0185","7849","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"1",Urbana,./8.png
-115.092741319753,32.2823845697538,"0200201857849002","02","002","0185","7849","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"2",Urbana,./8.png
-115.093133180314,32.2820202304117,"0200201857849002","02","002","0185","7849","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"3",Urbana,./8.png
-115.093578489633,32.2823632603198,"0200201857849002","02","002","0185","7849","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"4",Urbana,./8.png
-115.094100859654,32.2818820597016,"0200201857849003","02","002","0185","7849","003",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"5",Urbana,./8.png
-115.09369666025,32.2815793701646,"0200201857849003","02","002","0185","7849","003",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"6",Urbana,./8.png
-115.094199800151,32.2817920896193,"0200201857849001","02","002","0185","7849","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"7",Urbana,./8.png
-115.093522650058,32.2814717497833,"0200201858175001","02","002","0185","8175","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"1",Urbana,./8.png
-115.092660570334,32.2822951097521,"0200201858175001","02","002","0185","8175","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"2",Urbana,./8.png
-115.092217450216,32.2819791097251,"0200201858175001","02","002","0185","8175","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"3",Urbana,./8.png
-115.093086320241,32.2811457100651,"0200201858175001","02","002","0185","8175","001",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"4",Urbana,./8.png
-115.096536891829,32.2837708378361,"0200201855363022","02","002","0185","5363","022",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"20",Urbana,./4.png
-115.095757302697,32.2827982953536,"0200201855819014","02","002","0185","5819","014",En Operación,Escuela,Indeterminado,Primaria,"5",Urbana,./1.png
-115.104480941414,32.2860892929388,"0200201852975045","02","002","0185","2975","045",En Operación,Templo,Indeterminado,No Aplica,"55",Urbana,./0.png
-115.112596249725,32.2942595796508,"0200201858353015","02","002","0185","8353","015",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"1",Urbana,./8.png
-115.112789910198,32.2941674203865,"0200201854098014","02","002","0185","4098","014",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"11",Urbana,./8.png
-115.113172629589,32.2937137500461,"0200201854098009","02","002","0185","4098","009",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"12",Urbana,./8.png
-115.113083919991,32.2936719701333,"0200201854098010","02","002","0185","4098","010",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"13",Urbana,./8.png
-115.113371879977,32.2931827200754,"0200201854098006","02","002","0185","4098","006",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"14",Urbana,./8.png
-115.113718169522,32.2928019495913,"0200201854098005","02","002","0185","4098","005",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"15",Urbana,./8.png
-115.113669429897,32.2926937195695,"0200201854098002","02","002","0185","4098","002",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"3",Urbana,./8.png
-115.114063449945,32.2922256197627,"0200201854098004","02","002","0185","4098","004",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"4",Urbana,./8.png
-115.114315520432,32.2918000302942,"0200201854098004","02","002","0185","4098","004",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"5",Urbana,./8.png
-115.114359629671,32.2917261203927,"0200201854098008","02","002","0185","4098","008",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"6",Urbana,./8.png
-115.11427076989,32.2916798197217,"0200201854098007","02","002","0185","4098","007",En Operación,Infraestructura Urbana,Indeterminado,Rampa para Silla de Ruedas,"7",Urbana,./8.png
-115.119299083889,32.2826824198253,"0200201853121018","02","002","0185","3121","018",En Operación,Pozo,Indeterminado,Agua,"5",Urbana,
-114.863485195905,31.0363778437996,"0200202844030035","02","002","0284","4030","035",No Aplica,Mercado,Indeterminado,No Aplica,"6",Urbana,./3.png
-114.857982910602,31.0312150868318,"0200202844030008","02","002","0284","4030","008",En Operación,Instalación de Comunicación,Indeterminado,Antena de Microondas de Telefonía,"7",Urbana,
-114.857115379111,31.030430975051,"0200202844030008","02","002","0284","4030","008",En Operación,Instalación de Comunicación,Indeterminado,Antena de Microondas de Telefonía,"8",Urbana,
-114.859313917021,31.0311336205002,"0200202844030008","02","002","0284","4030","008",En Operación,Instalación de Servicios,Policia Federal de Caminos,Central de Policía,"9",Urbana,
-114.830052511464,31.0280796394751,"0200202845240033","02","002","0284","5240","033",En Operación,Instalación de Comunicación,Indeterminado,Antena de Microondas de Telefonía,"5",Urbana,
-115.373571326963,32.6467079144105,"0200200010220015","02","002","0001","0220","015",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"31",Urbana,./4.png
-115.363050069571,32.5734151999288,"0200200017035003","02","002","0001","7035","003",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.364399262026,32.5756801224341,"0200200017035022","02","002","0001","7035","022",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"2",Urbana,./4.png
-115.354587438432,32.5832910822483,"0200200016732012","02","002","0001","6732","012",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.475146711576,32.5909313657744,"0200200016060014","02","002","0001","6060","014",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.469614757227,32.5978874221072,"0200200016677001","02","002","0001","6677","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.391271734395,32.6566530336731,"0200200013884032","02","002","0001","3884","032",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"59",Urbana,./4.png
-115.492156811641,32.6648348457093,"0200200014223017","02","002","0001","4223","017",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.454650940032,32.6629675338354,"0200200010095010","02","002","0001","0095","010",En Operación,Instalación Deportiva o Recreativa,Parque Deportivo Hidalgo,Parque,"1",Urbana,./4.png
-115.436622479663,32.6678658427378,"0200200014257020","02","002","0001","4257","020",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"2",Urbana,./4.png
-115.493510243491,32.6468647985548,"0200200010292051","02","002","0001","0292","051",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"3",Urbana,./4.png
-115.420749447843,32.6537132146532,"0200200012284014","02","002","0001","2284","014",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.491944107114,32.6180005042593,"0200200012848012","02","002","0001","2848","012",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.408520875499,32.6131712679951,020020001241A016,"02","002","0001",241A,"016",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.391705622454,32.6084034436348,"0200200012443021","02","002","0001","2443","021",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.383489982384,32.6011696960033,"0200200016200035","02","002","0001","6200","035",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"6",Urbana,./4.png
-115.449985859275,32.6321202165131,"0200200010521001","02","002","0001","0521","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.436542768064,32.6240376676415,"0200200010610054","02","002","0001","0610","054",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.48732466643,32.6371365420004,"0200200014469028","02","002","0001","4469","028",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.463694415885,32.6364089519014,"0200200014632044","02","002","0001","4632","044",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.482081293555,32.619450908154,"0200200012867013","02","002","0001","2867","013",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.480959960744,32.622194083295,"0200200012814028","02","002","0001","2814","028",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"5",Urbana,./4.png
-115.441260060059,32.5895084980444,"0200200015541003","02","002","0001","5541","003",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"2",Urbana,./4.png
-115.403719034816,32.6491871549392,"0200200013884010","02","002","0001","3884","010",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-114.871174392977,32.62761282356,"0200202315202021","02","002","0231","5202","021",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"13",Urbana,./4.png
-114.838957775698,31.0235182526133,020020284526A009,"02","002","0284",526A,"009",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"14",Urbana,./4.png
-114.838351544606,31.0345866242215,"0200202843032022","02","002","0284","3032","022",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"5",Urbana,./4.png
-115.562439833768,32.6211063078254,"0200200017158001","02","002","0001","7158","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"25",Urbana,./4.png
-115.56089845352,32.6333221176454,"0200200017143035","02","002","0001","7143","035",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"99",Urbana,./4.png
-115.181327512446,32.3559030462626,"0200201595109001","02","002","0159","5109","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"129",Urbana,./4.png
-115.43122353054,32.6313985577528,"0200200014717035","02","002","0001","4717","035",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"5",Urbana,./4.png
-115.369756939561,32.5820155190951,"0200200016179016","02","002","0001","6179","016",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.381270792722,32.6042970364651,"0200200014929045","02","002","0001","4929","045",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.512663585577,32.622447141026,"0200200014736018","02","002","0001","4736","018",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.451641356411,32.6043627284957,"0200200016770046","02","002","0001","6770","046",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"3",Urbana,./4.png
-115.379708305055,32.5787727840525,"0200200013812006","02","002","0001","3812","006",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.500099763841,32.6289407458159,"0200200014609039","02","002","0001","4609","039",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.415725422388,32.6448165989681,"0200200012299026","02","002","0001","2299","026",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.516110296053,32.6572189551478,"0200200015753014","02","002","0001","5753","014",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.47287864522,32.6545070464282,020020001501A006,"02","002","0001",501A,"006",En Operación,Instalación Deportiva o Recreativa,Parque Vicente Guerrero,Parque,"1",Urbana,./4.png
-115.45425981442,32.6431361785751,"0200200012763001","02","002","0001","2763","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.516765431045,32.6212361984604,"0200200014740020","02","002","0001","4740","020",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.478639208483,32.6341004798214,"0200200014488018","02","002","0001","4488","018",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-115.168111700875,32.233553017251,"0200201102706018","02","002","0110","2706","018",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"9",Urbana,./4.png
-115.090307005475,32.2955667657267,"0200201855378021","02","002","0185","5378","021",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"5",Urbana,./4.png
-115.587889837443,32.5785623832009,"0200200013085001","02","002","0001","3085","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"6",Urbana,./4.png
-115.313541073769,32.5619031930652,"0200200013329053","02","002","0001","3329","053",No Aplica,Cementerio,Indeterminado,No Aplica,"14",Urbana,./7.png
-115.341928659511,32.5668029383985,020020001736A013,"02","002","0001",736A,"013",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"1",Urbana,./4.png
-114.840066446006,31.0276296364858,"0200202845255012","02","002","0284","5255","012",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"10",Urbana,./4.png
-114.921840974476,32.6016767745335,"0200204594115001","02","002","0459","4115","001",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"11",Urbana,./4.png
-114.932160081021,32.6060974332953,"0200204594100002","02","002","0459","4100","002",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"25",Urbana,./4.png
-115.364670009019,32.5621919979507,"0200200017054013","02","002","0001","7054","013",En Operación,Instalación Deportiva o Recreativa,Indeterminado,Parque,"2",Urbana,./4.png
-115.30954146528,32.4695183478511,"0200202255306009","02","002","0225","5306","009",No Aplica,Mercado,Ninguno,No Aplica,"2",Urbana,./3.png
-115.315542312649,32.4672639338057,"0200202255306023","02","002","0225","5306","023",En Operación,Templo,Ninguno,No Aplica,"2",Urbana,./0.png
-115.304479557965,32.4644178144302,"0200202255306014","02","002","0225","5306","014",No Aplica,Mercado,Ninguno,No Aplica,"4",Urbana,./3.png
-115.309143199238,32.4578445284666,"0200202255306031","02","002","0225","5306","031",En Operación,Templo,Ninguno,No Aplica,"4",Urbana,./0.png
-115.184807869883,32.3552286378672,"0200201595109007","02","002","0159","5109","007",En Operación,Templo,Salón del Reino de los Testigos de Jehova,No Aplica,"1",Urbana,./0.png
-115.192153520721,32.3565225773561,"0200201595096031","02","002","0159","5096","031",En Operación,Escuela,Profr. Abelardo Figueroa Salamanca,Secundaria,"2",Urbana,./1.png
-115.190686315504,32.4099723023559,"0200202375448026","02","002","0237","5448","026",En Operación,Instalación Deportiva o Recreativa,Parque Silvestre Ortíz Ramos,Parque,"1",Urbana,./4.png
-115.190543707153,32.4106946657189,"0200202375448026","02","002","0237","5448","026",En Operación,Instalación de Servicios,Nuevo León,Central de Policía,"11",Urbana,
-115.189780161314,32.4182490425166,"0200202375452020","02","002","0237","5452","020",En Operación,Escuela,Bachillerato Interamericano Plantel Nuevo León,Medio Superior,"1",Urbana,./1.png
-115.18538119215,32.4122311478253,"0200202375452012","02","002","0237","5452","012",En Operación,Templo,Templo Evangélico la Hermosa,No Aplica,"2",Urbana,./0.png
-115.187691426643,32.4074681830611,"0200202375448002","02","002","0237","5448","002",No Aplica,Mercado,Abarrotes Charly,No Aplica,"13",Urbana,./3.png
-115.186234152892,32.4172460041955,"0200202375452021","02","002","0237","5452","021",En Operación,Templo,Ninguno,No Aplica,"3",Urbana,./0.png
-115.113628449467,32.2932185490355,"0200201854098005","02","002","0185","4098","005",No Aplica,Mercado,Abarrotes Lepe,No Aplica,"16",Urbana,./3.png
-115.102853269482,32.2936208942397,"0200201856268003","02","002","0185","6268","003",No Aplica,Mercado,Fruterias Welton,No Aplica,"7",Urbana,./3.png
-115.094528224656,32.2840396291574,"0200201855819007","02","002","0185","5819","007",No Aplica,Mercado,Abarrotes Diconsa,No Aplica,"7",Urbana,./3.png
-115.093884112581,32.2817816721529,"0200201857849003","02","002","0185","7849","003",En Operación,Centro de Asistencia Médica,Hospital Comunitario Guadalupe Victoria,Hospital,"8",Urbana,./6.png
-115.098827850358,32.2841196020294,"0200201853117032","02","002","0185","3117","032",En Operación,Templo,Templo de Nuestra Señora de Guadalupe,No Aplica,"6",Urbana,./0.png
-115.102336385203,32.2905745634544,"0200201852960021","02","002","0185","2960","021",En Operación,Templo,Salón Reino de los Testigos de Jehová,No Aplica,"1",Urbana,./0.png
-115.098862101573,32.2886065068739,"0200201852975019","02","002","0185","2975","019",No Aplica,Mercado,Maria Luisa,No Aplica,"21",Urbana,./3.png
-115.095541567378,32.2888395815972,"0200201855363009","02","002","0185","5363","009",En Operación,Templo,La Casa del Alfarero (Iglesia Compañerismo Cristiano),No Aplica,"1",Urbana,./0.png
-115.527836068371,32.6553059149823,"0200200015522012","02","002","0001","5522","012",En Operación,Templo,Iglesia Cristiana Nuevo Destino,No Aplica,"8",Urbana,./0.png
-115.503655173153,32.6455413862412,"0200200010292033","02","002","0001","0292","033",En Operación,Templo,Iglesia del Compañerismo Cristiano La Casa del Alfarero,No Aplica,"1",Urbana,./0.png
-115.457420731535,32.5975260548049,"0200200016770057","02","002","0001","6770","057",En Operación,Escuela,Colegio de Occidente,Primaria,"1",Urbana,./1.png
-115.188829416541,32.3483462853034,"0200201598160001","02","002","0159","8160","001",En Operación,Escuela,Centro de Capacitacion para Maestros,Secundaria,"124",Urbana,./1.png
-115.065656059939,32.6246885795955,"0200203273460015","02","002","0327","3460","015",No Aplica,Mercado,Ninguno,No Aplica,"13",Rural,./3.png
-115.054330622114,32.6255853751206,"0200203273460017","02","002","0327","3460","017",No Aplica,Mercado,Ninguno,No Aplica,"16",Rural,./3.png
-115.056024089722,32.6264471314496,"0200203273460017","02","002","0327","3460","017",No Aplica,Mercado,Ninguno,No Aplica,"15",Rural,./3.png
-115.068116309737,32.4304183994023,"0200215423564010","02","002","1542","3564","010",No Aplica,Mercado,Ninguno,No Aplica,"5",Rural,./3.png
-115.068144831105,32.4310382884065,"0200215423564010","02","002","1542","3564","010",En Operación,Instalación Deportiva o Recreativa,Ninguno,Cancha,"6",Rural,./4.png
-115.068458568372,32.4381396247264,"0200215423564003","02","002","1542","3564","003",No Aplica,Mercado,Ninguno,No Aplica,"6",Rural,./3.png
-115.098736528111,32.4259751354867,"0200201663564009","02","002","0166","3564","009",No Aplica,Mercado,Jauregui,No Aplica,"14",Rural,./3.png
-115.103282154013,32.4240300854436,"0200201663564004","02","002","0166","3564","004",No Aplica,Mercado,Ninguno,No Aplica,"5",Rural,./3.png
-115.103690963136,32.4220398519048,"0200201663564015","02","002","0166","3564","015",No Aplica,Mercado,Mariana,No Aplica,"4",Rural,./3.png
-115.102626157695,32.4239899604966,"0200201663564004","02","002","0166","3564","004",No Aplica,Mercado,Ninguno,No Aplica,"6",Rural,./3.png
-115.101360512665,32.4267635759577,"0200201663564008","02","002","0166","3564","008",No Aplica,Mercado,NInguno,No Aplica,"7",Rural,./3.png
-115.252555720335,32.2473178901405,"0200201693649002","02","002","0169","3649","002",En Operación,Templo,Iglesia la Luz del Mundo,No Aplica,"13",Rural,./0.png
-115.065064975246,32.3772250908264,"0200202123579044","02","002","0212","3579","044",No Aplica,Mercado,Indeterminado,No Aplica,"9",Rural,./3.png
-115.039917093585,32.3664993206126,"0200202943579002","02","002","0294","3579","002",No Aplica,Mercado,Ninguno,No Aplica,"6",Rural,./3.png
-115.525353110148,32.5387541101192,"0200211213437001","02","002","1121","3437","001",En Operación,Escuela,General Emiliano Zapata,Preescolar,"2",Rural,./1.png
-115.528237021418,32.5392353849365,"0200211213437010","02","002","1121","3437","010",En Operación,Instalación Deportiva o Recreativa,Ninguno,Cancha,"7",Rural,./4.png
